timestamp,LL,LC,LR,RL,RC,RR
2022-07-06T14:34:31.659338,2844.570000,1920.820000,1124.140000,879.770000,1612.900000,2512.220000
2022-07-06T14:34:31.663902,2854.350000,1915.930000,1129.030000,879.770000,1608.020000,2512.220000
2022-07-06T14:34:31.666376,2849.460000,1925.710000,1124.140000,884.650000,1617.790000,2502.440000
2022-07-06T14:34:31.670368,2849.460000,1925.710000,1129.030000,884.650000,1612.900000,2507.330000
2022-07-06T14:34:31.672566,2844.570000,1920.820000,1119.260000,889.540000,1622.680000,2512.220000
2022-07-06T14:34:31.676517,2844.570000,1920.820000,1133.920000,884.650000,1617.790000,2502.440000
2022-07-06T14:34:31.679508,2854.350000,1920.820000,1119.260000,884.650000,1612.900000,2512.220000
2022-07-06T14:34:31.681582,2844.570000,1920.820000,1119.260000,879.770000,1617.790000,2517.110000
2022-07-06T14:34:31.686131,2849.460000,1925.710000,1119.260000,879.770000,1608.020000,2502.440000
2022-07-06T14:34:31.688488,2844.570000,1915.930000,1124.140000,884.650000,1612.900000,2512.220000
2022-07-06T14:34:31.692643,2854.350000,1925.710000,1124.140000,889.540000,1617.790000,2517.110000
2022-07-06T14:34:31.694504,2844.570000,1925.710000,1124.140000,879.770000,1612.900000,2512.220000
2022-07-06T14:34:31.698492,2854.350000,1920.820000,1119.260000,889.540000,1622.680000,2502.440000
2022-07-06T14:34:31.701535,2844.570000,1920.820000,1119.260000,884.650000,1612.900000,2502.440000
2022-07-06T14:34:31.705880,2844.570000,1911.050000,1114.370000,884.650000,1608.020000,2507.330000
2022-07-06T14:34:31.708066,2854.350000,1930.600000,1124.140000,884.650000,1608.020000,2502.440000
2022-07-06T14:34:31.712732,2844.570000,1911.050000,1124.140000,884.650000,1612.900000,2502.440000
2022-07-06T14:34:31.714617,2849.460000,1925.710000,1129.030000,889.540000,1627.570000,2502.440000
2022-07-06T14:34:31.719257,2854.350000,1915.930000,1129.030000,884.650000,1612.900000,2502.440000
2022-07-06T14:34:31.721483,2854.350000,1920.820000,1124.140000,889.540000,1617.790000,2502.440000
2022-07-06T14:34:31.725841,2854.350000,1915.930000,1119.260000,894.430000,1608.020000,2497.560000
2022-07-06T14:34:31.728119,2834.800000,1911.050000,1114.370000,874.880000,1617.790000,2502.440000
2022-07-06T14:34:31.732469,2839.690000,1911.050000,1129.030000,894.430000,1608.020000,2497.560000
2022-07-06T14:34:31.734669,2834.800000,1911.050000,1119.260000,884.650000,1603.130000,2502.440000
2022-07-06T14:34:31.737074,2834.800000,1906.160000,1129.030000,884.650000,1598.240000,2502.440000
2022-07-06T14:34:31.741756,2834.800000,1876.830000,1124.140000,894.430000,1583.580000,2487.780000
2022-07-06T14:34:31.744025,2810.360000,1871.950000,1124.140000,899.320000,1564.030000,2482.890000
2022-07-06T14:34:31.748056,2795.700000,1847.510000,1124.140000,879.770000,1554.250000,2468.230000
2022-07-06T14:34:31.750009,2766.370000,1823.070000,1133.920000,879.770000,1539.590000,2453.570000
2022-07-06T14:34:31.754065,2751.710000,1803.520000,1129.030000,884.650000,1529.810000,2438.910000
2022-07-06T14:34:31.757057,2712.610000,1793.740000,1133.920000,894.430000,1524.930000,2434.020000
2022-07-06T14:34:31.761047,2693.060000,1774.190000,1138.810000,884.650000,1510.260000,2429.130000
2022-07-06T14:34:31.764039,2673.510000,1764.420000,1143.700000,894.430000,1485.830000,2419.350000
2022-07-06T14:34:31.768029,2653.960000,1739.980000,1143.700000,889.540000,1485.830000,2409.580000
2022-07-06T14:34:31.770023,2624.630000,1730.210000,1143.700000,889.540000,1480.940000,2390.030000
2022-07-06T14:34:31.774152,2609.970000,1725.320000,1133.920000,889.540000,1466.280000,2380.250000
2022-07-06T14:34:31.777198,2600.200000,1710.650000,1143.700000,874.880000,1461.390000,2390.030000
2022-07-06T14:34:31.781141,2565.980000,1710.650000,1138.810000,884.650000,1446.730000,2380.250000
2022-07-06T14:34:31.784131,2556.210000,1691.100000,1133.920000,874.880000,1441.840000,2370.480000
2022-07-06T14:34:31.787120,2551.320000,1695.990000,1133.920000,879.770000,1441.840000,2380.250000
2022-07-06T14:34:31.790502,2546.430000,1695.990000,1133.920000,874.880000,1446.730000,2370.480000
2022-07-06T14:34:31.793106,2565.980000,1686.220000,1133.920000,879.770000,1451.610000,2380.250000
2022-07-06T14:34:31.797189,2565.980000,1700.880000,1138.810000,884.650000,1441.840000,2370.480000
2022-07-06T14:34:31.800097,2565.980000,1700.880000,1129.030000,874.880000,1446.730000,2385.140000
2022-07-06T14:34:31.803638,2570.870000,1700.880000,1138.810000,869.990000,1436.950000,2385.140000
2022-07-06T14:34:31.806077,2585.530000,1710.650000,1138.810000,874.880000,1446.730000,2380.250000
2022-07-06T14:34:31.810740,2575.760000,1710.650000,1124.140000,879.770000,1456.500000,2380.250000
2022-07-06T14:34:31.813091,2580.650000,1705.770000,1129.030000,874.880000,1451.610000,2380.250000
2022-07-06T14:34:31.817045,2585.530000,1695.990000,1133.920000,879.770000,1461.390000,2380.250000
2022-07-06T14:34:31.819293,2585.530000,1705.770000,1138.810000,879.770000,1451.610000,2380.250000
2022-07-06T14:34:31.823648,2575.760000,1705.770000,1124.140000,884.650000,1456.500000,2375.370000
2022-07-06T14:34:31.825754,2580.650000,1705.770000,1133.920000,884.650000,1446.730000,2380.250000
2022-07-06T14:34:31.830204,2575.760000,1705.770000,1129.030000,879.770000,1446.730000,2380.250000
2022-07-06T14:34:31.833232,2575.760000,1710.650000,1133.920000,874.880000,1446.730000,2385.140000
2022-07-06T14:34:31.836829,2575.760000,1705.770000,1138.810000,884.650000,1451.610000,2385.140000
2022-07-06T14:34:31.839178,2575.760000,1710.650000,1124.140000,869.990000,1456.500000,2380.250000
2022-07-06T14:34:31.841530,2585.530000,1700.880000,1129.030000,879.770000,1441.840000,2380.250000
2022-07-06T14:34:31.846313,2590.420000,1695.990000,1129.030000,884.650000,1461.390000,2390.030000
2022-07-06T14:34:31.848354,2585.530000,1710.650000,1133.920000,879.770000,1451.610000,2390.030000
2022-07-06T14:34:31.852425,2580.650000,1700.880000,1133.920000,874.880000,1446.730000,2380.250000
2022-07-06T14:34:31.854814,2590.420000,1700.880000,1124.140000,874.880000,1451.610000,2380.250000
2022-07-06T14:34:31.858900,2585.530000,1700.880000,1129.030000,869.990000,1456.500000,2394.920000
2022-07-06T14:34:31.861131,2585.530000,1715.540000,1133.920000,869.990000,1456.500000,2394.920000
2022-07-06T14:34:31.865759,2575.760000,1691.100000,1133.920000,869.990000,1451.610000,2380.250000
2022-07-06T14:34:31.867794,2590.420000,1715.540000,1133.920000,869.990000,1451.610000,2380.250000
2022-07-06T14:34:31.872476,2580.650000,1710.650000,1133.920000,884.650000,1446.730000,2385.140000
2022-07-06T14:34:31.874826,2580.650000,1710.650000,1124.140000,869.990000,1456.500000,2390.030000
2022-07-06T14:34:31.878988,2585.530000,1700.880000,1124.140000,869.990000,1456.500000,2380.250000
2022-07-06T14:34:31.881268,2580.650000,1710.650000,1129.030000,874.880000,1451.610000,2380.250000
2022-07-06T14:34:31.885622,2585.530000,1710.650000,1129.030000,879.770000,1461.390000,2380.250000
2022-07-06T14:34:31.887948,2585.530000,1710.650000,1129.030000,884.650000,1446.730000,2380.250000
2022-07-06T14:34:31.890117,2590.420000,1715.540000,1119.260000,879.770000,1456.500000,2380.250000
2022-07-06T14:34:31.894980,2590.420000,1695.990000,1124.140000,874.880000,1446.730000,2375.370000
2022-07-06T14:34:31.897045,2580.650000,1705.770000,1133.920000,874.880000,1456.500000,2385.140000
2022-07-06T14:34:31.901769,2585.530000,1700.880000,1129.030000,879.770000,1446.730000,2380.250000
2022-07-06T14:34:31.903473,2575.760000,1710.650000,1129.030000,879.770000,1446.730000,2385.140000
2022-07-06T14:34:31.907895,2580.650000,1695.990000,1124.140000,869.990000,1451.610000,2394.920000
2022-07-06T14:34:31.909954,2575.760000,1710.650000,1124.140000,884.650000,1441.840000,2385.140000
2022-07-06T14:34:31.914439,2585.530000,1700.880000,1124.140000,874.880000,1451.610000,2385.140000
2022-07-06T14:34:31.916628,2575.760000,1700.880000,1133.920000,879.770000,1451.610000,2390.030000
2022-07-06T14:34:31.921304,2590.420000,1710.650000,1124.140000,879.770000,1451.610000,2380.250000
2022-07-06T14:34:31.923487,2580.650000,1710.650000,1129.030000,869.990000,1441.840000,2385.140000
2022-07-06T14:34:31.928246,2585.530000,1700.880000,1129.030000,874.880000,1456.500000,2375.370000
2022-07-06T14:34:31.930242,2590.420000,1695.990000,1119.260000,884.650000,1446.730000,2390.030000
2022-07-06T14:34:31.934453,2575.760000,1710.650000,1124.140000,879.770000,1446.730000,2380.250000
2022-07-06T14:34:31.936514,2585.530000,1700.880000,1129.030000,879.770000,1456.500000,2375.370000
2022-07-06T14:34:31.940293,2580.650000,1700.880000,1124.140000,879.770000,1456.500000,2385.140000
2022-07-06T14:34:31.943372,2580.650000,1700.880000,1133.920000,884.650000,1441.840000,2390.030000
2022-07-06T14:34:31.946370,2575.760000,1705.770000,1124.140000,869.990000,1451.610000,2385.140000
2022-07-06T14:34:31.950353,2575.760000,1700.880000,1129.030000,879.770000,1446.730000,2380.250000
2022-07-06T14:34:31.952436,2585.530000,1705.770000,1133.920000,874.880000,1446.730000,2375.370000
2022-07-06T14:34:31.956426,2570.870000,1695.990000,1124.140000,879.770000,1441.840000,2380.250000
2022-07-06T14:34:31.959166,2585.530000,1695.990000,1129.030000,874.880000,1446.730000,2380.250000
2022-07-06T14:34:31.963406,2580.650000,1695.990000,1124.140000,884.650000,1451.610000,2380.250000
2022-07-06T14:34:31.965514,2570.870000,1686.220000,1124.140000,874.880000,1436.950000,2370.480000
