timestamp,dot_x,dot_y
07/06/2022 14:22:39:406651,4.0,8.0
07/06/2022 14:22:42:419093,5.0,8.0
07/06/2022 14:22:45:409473,6.0,8.0
07/06/2022 14:22:48:353755,7.0,8.0
07/06/2022 14:22:51:384461,8.0,8.0
07/06/2022 14:22:55:377205,0.0,6.0
07/06/2022 14:22:58:324607,1.0,6.0
07/06/2022 14:23:01:379630,2.0,6.0
07/06/2022 14:23:04:629685,3.0,6.0
07/06/2022 14:23:12:198725,4.0,6.0
07/06/2022 14:23:15:302847,5.0,6.0
07/06/2022 14:23:18:264699,6.0,6.0
07/06/2022 14:23:21:304652,7.0,6.0
07/06/2022 14:23:24:288649,8.0,6.0
07/06/2022 14:23:27:576535,0.0,4.0
07/06/2022 14:23:30:402464,1.0,4.0
07/06/2022 14:23:33:333557,2.0,4.0
07/06/2022 14:23:36:329487,3.0,4.0
07/06/2022 14:23:39:429132,4.0,4.0
07/06/2022 14:23:42:234238,5.0,4.0
07/06/2022 14:23:45:172900,6.0,4.0
07/06/2022 14:23:48:207386,7.0,4.0
07/06/2022 14:23:51:274400,8.0,4.0
07/06/2022 14:23:54:450540,0.0,2.0
07/06/2022 14:23:57:308467,1.0,2.0
07/06/2022 14:24:00:467517,2.0,2.0
07/06/2022 14:24:06:663826,3.0,2.0
07/06/2022 14:24:09:581750,4.0,2.0
07/06/2022 14:24:12:934651,5.0,2.0
07/06/2022 14:24:16:116544,6.0,2.0
07/06/2022 14:24:19:402199,7.0,2.0
07/06/2022 14:24:22:403114,8.0,2.0
07/06/2022 14:24:26:022551,0.0,0.0
07/06/2022 14:24:29:221006,1.0,0.0
07/06/2022 14:24:32:405147,2.0,0.0
07/06/2022 14:24:35:992949,3.0,0.0
07/06/2022 14:24:39:452781,4.0,0.0
07/06/2022 14:24:42:902472,5.0,0.0
07/06/2022 14:24:46:078597,6.0,0.0
07/06/2022 14:24:49:373569,7.0,0.0
07/06/2022 14:24:52:773228,8.0,0.0
07/06/2022 14:24:56:566568,0.0,8.0
07/06/2022 14:24:59:291034,1.0,8.0
07/06/2022 14:25:01:872864,2.0,8.0
07/06/2022 14:25:04:634318,3.0,8.0
07/06/2022 14:25:07:569108,4.0,8.0
07/06/2022 14:25:10:640644,5.0,8.0
07/06/2022 14:25:13:608279,6.0,8.0
07/06/2022 14:25:16:541800,7.0,8.0
07/06/2022 14:25:19:439384,8.0,8.0
07/06/2022 14:25:22:632641,0.0,6.0
07/06/2022 14:25:25:559031,1.0,6.0
07/06/2022 14:25:28:830384,2.0,6.0
07/06/2022 14:25:32:085602,3.0,6.0
07/06/2022 14:25:35:302681,4.0,6.0
07/06/2022 14:25:38:796979,5.0,6.0
07/06/2022 14:25:42:180247,6.0,6.0
07/06/2022 14:25:45:428543,7.0,6.0
07/06/2022 14:25:48:644129,8.0,6.0
07/06/2022 14:25:55:069958,0.0,4.0
07/06/2022 14:25:58:221177,1.0,4.0
07/06/2022 14:26:01:283415,2.0,4.0
07/06/2022 14:26:04:392071,3.0,4.0
07/06/2022 14:26:07:619288,4.0,4.0
07/06/2022 14:26:10:724496,5.0,4.0
07/06/2022 14:26:13:843391,6.0,4.0
07/06/2022 14:26:16:871146,7.0,4.0
07/06/2022 14:26:19:732811,8.0,4.0
07/06/2022 14:26:23:099754,0.0,2.0
07/06/2022 14:26:26:283867,1.0,2.0
07/06/2022 14:26:29:395212,2.0,2.0
07/06/2022 14:26:32:668147,3.0,2.0
07/06/2022 14:26:36:133970,4.0,2.0
07/06/2022 14:26:39:499444,5.0,2.0
07/06/2022 14:26:42:979991,6.0,2.0
07/06/2022 14:26:46:071841,7.0,2.0
07/06/2022 14:26:49:785540,8.0,2.0
07/06/2022 14:26:52:845387,0.0,0.0
07/06/2022 14:26:55:850478,1.0,0.0
07/06/2022 14:26:58:904306,2.0,0.0
07/06/2022 14:27:01:959064,3.0,0.0
07/06/2022 14:27:05:299860,4.0,0.0
07/06/2022 14:27:09:118955,5.0,0.0
07/06/2022 14:27:13:958241,6.0,0.0
07/06/2022 14:27:17:526878,7.0,0.0
07/06/2022 14:27:20:862530,8.0,0.0
07/06/2022 14:27:20:894089,8.0,0.0
